H1	H2	H3	nABBA	nBABA	Dstat	jackEst	SE	Z
PSP07	BosAtns02	BosAtns03	362213	43906	0.7837777	0.7837777	0.008307402	94.3469
PSP08	BosAtns02	BosAtns03	359218	44176	0.7809784	0.7809784	0.008216626	95.04855
PSP09	BosAtns02	BosAtns03	359743	44583	0.77947	0.77947	0.008395225	92.84683
PSP12	BosAtns02	BosAtns03	358917	44741	0.7783222	0.7783222	0.008633577	90.15062
PSP15	BosAtns02	BosAtns03	359430	44714	0.7787224	0.7787224	0.008806677	88.42409
PSP20	BosAtns02	BosAtns03	357936	44019	0.7809755	0.7809755	0.00838259	93.16637
Hs01	BosAtns02	BosAtns03	359291	44953	0.7775947	0.7775947	0.008570092	90.73354
Hs02	BosAtns02	BosAtns03	352760	44544	0.7757687	0.7757687	0.008604312	90.16045
Hs03	BosAtns02	BosAtns03	361174	44297	0.7815035	0.7815035	0.008981385	87.0137
Hs04	BosAtns02	BosAtns03	357507	43843	0.7815224	0.7815224	0.00831217	94.02146
Hs05	BosAtns02	BosAtns03	358253	44550	0.7788001	0.7788001	0.008481551	91.82283
Hs06	BosAtns02	BosAtns03	352298	44597	0.7752705	0.7752705	0.008655039	89.57447
Hs07	BosAtns02	BosAtns03	360551	44626	0.779721	0.779721	0.008726807	89.3478
Hs08	BosAtns02	BosAtns03	353527	44827	0.7749389	0.7749389	0.008484096	91.34018
Hs09	BosAtns02	BosAtns03	355293	44905	0.7755861	0.7755861	0.008618333	89.99259
Hs10	BosAtns02	BosAtns03	358227	44843	0.7774927	0.7774927	0.008649872	89.88488
BosAtns01	BosAtns02	BosAtns03	83476	85443	-0.01164463	-0.01164463	0.01315597	-0.8851214
Min11	BosAtns04	BosAtns03	261148	59902	0.6268369	0.6268369	0.01623514	38.60989
Min01	BosAtns04	BosAtns03	243496	60833	0.6002156	0.6002156	0.01533368	39.1436
Min02	BosAtns04	BosAtns03	281553	56752	0.6644921	0.6644921	0.01529502	43.445
Min03	BosAtns04	BosAtns03	245300	60985	0.6017761	0.6017761	0.01583377	38.00586
Min04	BosAtns04	BosAtns03	245438	59819	0.6080745	0.6080745	0.01738626	34.97443
Min05	BosAtns04	BosAtns03	251951	60300	0.6137723	0.6137723	0.01847406	33.22346
Min06	BosAtns04	BosAtns03	230369	64218	0.5640133	0.5640133	0.01861753	30.29475
Min07	BosAtns04	BosAtns03	268804	58086	0.6446144	0.6446144	0.01562588	41.25299
Min08	BosAtns04	BosAtns03	250855	60809	0.6097785	0.6097785	0.01627288	37.47207
Min09	BosAtns04	BosAtns03	264257	57601	0.642072	0.642072	0.01514977	42.38165
Min10	BosAtns04	BosAtns03	214010	65923	0.5290087	0.5290087	0.01857901	28.47346
BosCrete01	BosAtns04	BosAtns03	84480	83907	0.003402876	0.003402876	0.01218526	0.2792617
BosCrete02	BosAtns04	BosAtns03	89240	83323	0.03428893	0.03428893	0.01551521	2.21002
BosCrete03	BosAtns04	BosAtns03	84439	82681	0.01051939	0.01051939	0.01345273	0.7819518
BosCrete04	BosAtns04	BosAtns03	82272	82775	-0.003047617	-0.003047617	0.01383593	-0.2202683
BosCrete05	BosAtns04	BosAtns03	83102	81819	0.007779482	0.007779482	0.0139715	0.5568107
BosCrete06	BosAtns04	BosAtns03	82667	84014	-0.008081305	-0.008081305	0.01250553	-0.6462186
BosCrete07	BosAtns04	BosAtns03	83570	83833	-0.001571059	-0.001571059	0.01297063	-0.1211243
BosCrete08	BosAtns04	BosAtns03	84108	83313	0.004748508	0.004748508	0.01334116	0.3559293
BosCrete09	BosAtns04	BosAtns03	78372	80079	-0.01077305	-0.01077305	0.01340845	-0.8034521
PSP01	BosAtns04	BosAtns03	354973	44204	0.7785243	0.7785243	0.009283004	83.86556
PSP02	BosAtns04	BosAtns03	357973	44839	0.7773701	0.7773701	0.009256975	83.97668
PSP03	BosAtns04	BosAtns03	359587	44995	0.7775729	0.7775729	0.009425633	82.49556
PSP07	BosAtns04	BosAtns03	362744	43700	0.7849642	0.7849642	0.008474818	92.62313
PSP08	BosAtns04	BosAtns03	359721	43979	0.7821204	0.7821204	0.008452475	92.53152
PSP09	BosAtns04	BosAtns03	360605	44710	0.7793815	0.7793815	0.008889972	87.66974
PSP12	BosAtns04	BosAtns03	359452	44435	0.7799632	0.7799632	0.008802236	88.60966
PSP15	BosAtns04	BosAtns03	359918	44535	0.7797766	0.7797766	0.009143125	85.28557
PSP20	BosAtns04	BosAtns03	358521	43820	0.7821748	0.7821748	0.008616877	90.77242
Hs01	BosAtns04	BosAtns03	360078	44973	0.7779391	0.7779391	0.008993715	86.49808
Hs02	BosAtns04	BosAtns03	353345	44345	0.7769871	0.7769871	0.008933925	86.97041
Hs03	BosAtns04	BosAtns03	361547	44053	0.7827761	0.7827761	0.009432558	82.98663
Hs04	BosAtns04	BosAtns03	358366	43913	0.7816789	0.7816789	0.008592476	90.97248
Hs05	BosAtns04	BosAtns03	358608	44130	0.7808501	0.7808501	0.008722386	89.52253
Hs06	BosAtns04	BosAtns03	353063	44578	0.7757877	0.7757877	0.009046708	85.75359
Hs07	BosAtns04	BosAtns03	361470	44806	0.7794307	0.7794307	0.009131853	85.35297
Hs08	BosAtns04	BosAtns03	354344	44783	0.7755952	0.7755952	0.008952453	86.63494
Hs09	BosAtns04	BosAtns03	355888	44697	0.7768414	0.7768414	0.009023788	86.08817
Hs10	BosAtns04	BosAtns03	358843	44749	0.7782463	0.7782463	0.009006566	86.40877
BosAtns01	BosAtns04	BosAtns03	82885	83815	-0.005578884	-0.005578884	0.0134293	-0.4154263
BosAtns02	BosAtns04	BosAtns03	83971	82890	0.006478446	0.006478446	0.01338025	0.4841798
Min11	BosAtns05	BosAtns03	254280	59735	0.6195405	0.6195405	0.01694458	36.56275
Min01	BosAtns05	BosAtns03	236708	60489	0.5929367	0.5929367	0.01579622	37.53662
Min02	BosAtns05	BosAtns03	273029	55959	0.6598113	0.6598113	0.01551636	42.52358
Min03	BosAtns05	BosAtns03	237634	59729	0.5982755	0.5982755	0.01617482	36.98807
Min04	BosAtns05	BosAtns03	239043	59931	0.5990889	0.5990889	0.01862001	32.17446
Min05	BosAtns05	BosAtns03	243917	59116	0.6098379	0.6098379	0.01726758	35.31693
Min06	BosAtns05	BosAtns03	222450	62405	0.5618473	0.5618473	0.01843606	30.47545
Min07	BosAtns05	BosAtns03	261619	58079	0.6366634	0.6366634	0.01622896	39.23008
Min08	BosAtns05	BosAtns03	243615	60053	0.6044825	0.6044825	0.01688182	35.80671
Min09	BosAtns05	BosAtns03	256558	56657	0.6382229	0.6382229	0.01593496	40.05175
Min10	BosAtns05	BosAtns03	207439	64797	0.5239645	0.5239645	0.01894081	27.66326
BosCrete01	BosAtns05	BosAtns03	81748	82868	-0.006803713	-0.006803713	0.01206828	-0.5637684
BosCrete02	BosAtns05	BosAtns03	86346	82247	0.02431299	0.02431299	0.0154549	1.573157
BosCrete03	BosAtns05	BosAtns03	82017	81993	0.0001463325	0.0001463325	0.0124478	0.01175569
BosCrete04	BosAtns05	BosAtns03	79894	81979	-0.01288047	-0.01288047	0.01226226	-1.050415
BosCrete05	BosAtns05	BosAtns03	80623	80965	-0.002116494	-0.002116494	0.01279394	-0.1654294
BosCrete06	BosAtns05	BosAtns03	80842	83893	-0.01852065	-0.01852065	0.01329326	-1.393237
BosCrete07	BosAtns05	BosAtns03	81224	83098	-0.01140444	-0.01140444	0.01256952	-0.9073091
BosCrete08	BosAtns05	BosAtns03	81830	82770	-0.005710814	-0.005710814	0.01294613	-0.4411215
BosCrete09	BosAtns05	BosAtns03	76626	80046	-0.02182904	-0.02182904	0.01160217	-1.881463
PSP01	BosAtns05	BosAtns03	344501	43458	0.775966	0.775966	0.00935245	82.96928
PSP02	BosAtns05	BosAtns03	347332	44082	0.7747551	0.7747551	0.009355632	82.81163
PSP03	BosAtns05	BosAtns03	349103	44527	0.7737622	0.7737622	0.009745814	79.39431
PSP07	BosAtns05	BosAtns03	352328	43299	0.781112	0.781112	0.008885098	87.91259
PSP08	BosAtns05	BosAtns03	349301	43350	0.7791932	0.7791932	0.008689089	89.67491
PSP09	BosAtns05	BosAtns03	350023	44052	0.7764283	0.7764283	0.008999378	86.27578
PSP12	BosAtns05	BosAtns03	348827	43759	0.777073	0.777073	0.009096468	85.4258
PSP15	BosAtns05	BosAtns03	349480	43895	0.7768287	0.7768287	0.009290337	83.61685
PSP20	BosAtns05	BosAtns03	348007	43200	0.7791451	0.7791451	0.008949858	87.0567
Hs01	BosAtns05	BosAtns03	349351	44228	0.7752522	0.7752522	0.009202963	84.23942
Hs02	BosAtns05	BosAtns03	342569	43465	0.7748126	0.7748126	0.009074455	85.38393
Hs03	BosAtns05	BosAtns03	351157	43463	0.7797223	0.7797223	0.0096639	80.68402
Hs04	BosAtns05	BosAtns03	347812	43108	0.7794536	0.7794536	0.008738983	89.19271
Hs05	BosAtns05	BosAtns03	348153	43619	0.7773246	0.7773246	0.009113117	85.29734
Hs06	BosAtns05	BosAtns03	343115	44406	0.7708202	0.7708202	0.009645694	79.9134
Hs07	BosAtns05	BosAtns03	351006	44238	0.7761484	0.7761484	0.009481841	81.8563
Hs08	BosAtns05	BosAtns03	343863	44110	0.772613	0.772613	0.009107521	84.83242
Hs09	BosAtns05	BosAtns03	345413	44138	0.7733904	0.7733904	0.009434182	81.97748
Hs10	BosAtns05	BosAtns03	348311	44172	0.77491	0.77491	0.009268959	83.6027
BosAtns01	BosAtns05	BosAtns03	80309	82846	-0.01554963	-0.01554963	0.01262365	-1.231786
BosAtns02	BosAtns05	BosAtns03	81714	82530	-0.004968218	-0.004968218	0.01414829	-0.3511534
BosAtns04	BosAtns05	BosAtns03	81612	83407	-0.01087754	-0.01087754	0.01432951	-0.7591003
Min11	BosAtns06	BosAtns03	261961	59104	0.6318253	0.6318253	0.01546464	40.85612
Min01	BosAtns06	BosAtns03	244964	60682	0.6029263	0.6029263	0.01461069	41.26611
Min02	BosAtns06	BosAtns03	282604	56114	0.6686683	0.6686683	0.01411092	47.38658
Min03	BosAtns06	BosAtns03	245911	59933	0.6080812	0.6080812	0.01471746	41.31698
Min04	BosAtns06	BosAtns03	247707	60475	0.6075371	0.6075371	0.01744496	34.82594
Min05	BosAtns06	BosAtns03	251967	58723	0.6219833	0.6219833	0.01594897	38.99834
Min06	BosAtns06	BosAtns03	229857	62133	0.5744169	0.5744169	0.0172276	33.34283
Min07	BosAtns06	BosAtns03	270250	57886	0.6471829	0.6471829	0.01502071	43.08603
Min08	BosAtns06	BosAtns03	252770	61059	0.6108773	0.6108773	0.01624372	37.60698
Min09	BosAtns06	BosAtns03	265719	57472	0.6443465	0.6443465	0.01475843	43.65956
Min10	BosAtns06	BosAtns03	214093	64464	0.5371576	0.5371576	0.0168679	31.84496
BosCrete01	BosAtns06	BosAtns03	84474	82696	0.01063588	0.01063588	0.009198307	1.156287
BosCrete02	BosAtns06	BosAtns03	88049	80946	0.04203083	0.04203083	0.01376243	3.054028
BosCrete03	BosAtns06	BosAtns03	84453	81545	0.01751828	0.01751828	0.0101426	1.727198
BosCrete04	BosAtns06	BosAtns03	83260	82489	0.004651612	0.004651612	0.01127974	0.4123864
BosCrete05	BosAtns06	BosAtns03	82895	80219	0.0164057	0.0164057	0.01101277	1.489699
BosCrete06	BosAtns06	BosAtns03	82133	82177	-0.0002677865	-0.0002677865	0.01054302	-0.02539942
BosCrete07	BosAtns06	BosAtns03	83488	82433	0.006358448	0.006358448	0.01060852	0.5993716
BosCrete08	BosAtns06	BosAtns03	84588	82588	0.01196344	0.01196344	0.01069917	1.118165
BosCrete09	BosAtns06	BosAtns03	79053	79511	-0.002888424	-0.002888424	0.01030436	-0.2803107
PSP01	BosAtns06	BosAtns03	356544	43947	0.7805344	0.7805344	0.00825083	94.60071
PSP02	BosAtns06	BosAtns03	359538	44644	0.7790896	0.7790896	0.008145697	95.64431
PSP03	BosAtns06	BosAtns03	361494	45052	0.778367	0.778367	0.008574151	90.78065
PSP07	BosAtns06	BosAtns03	364489	43586	0.7863824	0.7863824	0.007751166	101.4534
PSP08	BosAtns06	BosAtns03	361521	43824	0.7837694	0.7837694	0.007552013	103.7828
PSP09	BosAtns06	BosAtns03	362216	44518	0.7810953	0.7810953	0.007979097	97.89268
PSP12	BosAtns06	BosAtns03	361322	44545	0.7804946	0.7804946	0.008178078	95.43741
PSP15	BosAtns06	BosAtns03	361859	44536	0.7808241	0.7808241	0.0081593	95.69743
PSP20	BosAtns06	BosAtns03	360348	43856	0.7830007	0.7830007	0.007998789	97.8899
Hs01	BosAtns06	BosAtns03	361742	44874	0.7792807	0.7792807	0.008117332	96.00208
Hs02	BosAtns06	BosAtns03	355239	44407	0.7777683	0.7777683	0.00805358	96.57423
Hs03	BosAtns06	BosAtns03	363540	44138	0.7834664	0.7834664	0.008550289	91.63039
Hs04	BosAtns06	BosAtns03	360125	43785	0.7831943	0.7831943	0.007838905	99.91119
Hs05	BosAtns06	BosAtns03	360617	44337	0.781027	0.781027	0.00799098	97.73857
Hs06	BosAtns06	BosAtns03	354995	44649	0.7765561	0.7765561	0.008261028	94.00236
Hs07	BosAtns06	BosAtns03	363359	44797	0.7804908	0.7804908	0.008388811	93.03951
Hs08	BosAtns06	BosAtns03	356280	44927	0.7760408	0.7760408	0.008076868	96.0819
Hs09	BosAtns06	BosAtns03	357686	44672	0.777949	0.777949	0.00815251	95.42448
Hs10	BosAtns06	BosAtns03	360857	44886	0.7787466	0.7787466	0.008288005	93.96068
BosAtns01	BosAtns06	BosAtns03	83415	83064	0.002108374	0.002108374	0.01087185	0.1939297
BosAtns02	BosAtns06	BosAtns03	83408	81193	0.01345678	0.01345678	0.01103003	1.220013
BosAtns04	BosAtns06	BosAtns03	83776	82537	0.007449808	0.007449808	0.01214096	0.6136094
BosAtns05	BosAtns06	BosAtns03	83115	80101	0.01846633	0.01846633	0.01158248	1.594332
Min11	BosAtns07	BosAtns03	257044	59910	0.6219641	0.6219641	0.01572941	39.54147
Min01	BosAtns07	BosAtns03	241201	62590	0.5879404	0.5879404	0.01595346	36.85348
Min02	BosAtns07	BosAtns03	277675	57071	0.6590191	0.6590191	0.01458378	45.18851
Min03	BosAtns07	BosAtns03	243310	63044	0.5884238	0.5884238	0.01714115	34.32813
Min04	BosAtns07	BosAtns03	244217	62650	0.5916798	0.5916798	0.01942877	30.45379
Min05	BosAtns07	BosAtns03	248682	61092	0.6055705	0.6055705	0.01762698	34.35475
Min06	BosAtns07	BosAtns03	226202	64046	0.5586809	0.5586809	0.01829257	30.54141
Min07	BosAtns07	BosAtns03	265855	59229	0.635608	0.635608	0.01548277	41.05262
Min08	BosAtns07	BosAtns03	248265	62183	0.5993983	0.5993983	0.01601613	37.42466
Min09	BosAtns07	BosAtns03	262038	59367	0.6305782	0.6305782	0.01600202	39.40616
Min10	BosAtns07	BosAtns03	211059	66897	0.5186504	0.5186504	0.01810741	28.64299
BosCrete01	BosAtns07	BosAtns03	84238	87353	-0.01815363	-0.01815363	0.01234937	-1.470005
BosCrete02	BosAtns07	BosAtns03	86537	84402	0.01248984	0.01248984	0.0156636	0.7973795
BosCrete03	BosAtns07	BosAtns03	83878	85876	-0.01176997	-0.01176997	0.0143847	-0.8182285
BosCrete04	BosAtns07	BosAtns03	82781	86911	-0.02433821	-0.02433821	0.01437051	-1.693622
BosCrete05	BosAtns07	BosAtns03	81839	84071	-0.01345308	-0.01345308	0.01286446	-1.045755
BosCrete06	BosAtns07	BosAtns03	81850	86815	-0.02943705	-0.02943705	0.01274013	-2.310576
BosCrete07	BosAtns07	BosAtns03	82532	86486	-0.02339396	-0.02339396	0.01258779	-1.858464
BosCrete08	BosAtns07	BosAtns03	83166	86146	-0.01760064	-0.01760064	0.01351237	-1.302557
BosCrete09	BosAtns07	BosAtns03	78212	83533	-0.03289746	-0.03289746	0.01380443	-2.383109
PSP01	BosAtns07	BosAtns03	351129	44646	0.774387	0.774387	0.008932862	86.68968
PSP02	BosAtns07	BosAtns03	354101	45299	0.7731647	0.7731647	0.008734322	88.52029
PSP03	BosAtns07	BosAtns03	356027	45700	0.7724823	0.7724823	0.008983035	85.99347
PSP07	BosAtns07	BosAtns03	358952	44206	0.7807014	0.7807014	0.008109774	96.26672
PSP08	BosAtns07	BosAtns03	356243	44667	0.7771719	0.7771719	0.008191581	94.87447
PSP09	BosAtns07	BosAtns03	357061	45481	0.774031	0.774031	0.008544107	90.59238
PSP12	BosAtns07	BosAtns03	355905	45254	0.7743837	0.7743837	0.008532127	90.76093
PSP15	BosAtns07	BosAtns03	356216	45036	0.7755226	0.7755226	0.00863296	89.83275
PSP20	BosAtns07	BosAtns03	354827	44532	0.7769826	0.7769826	0.008311828	93.47915
Hs01	BosAtns07	BosAtns03	356106	45308	0.774258	0.774258	0.008526892	90.8019
Hs02	BosAtns07	BosAtns03	349909	45168	0.7713458	0.7713458	0.008668122	88.9865
Hs03	BosAtns07	BosAtns03	357767	44508	0.7787185	0.7787185	0.008824084	88.24922
Hs04	BosAtns07	BosAtns03	354444	44263	0.7779673	0.7779673	0.00817475	95.16711
Hs05	BosAtns07	BosAtns03	355008	44807	0.7758613	0.7758613	0.008400532	92.35859
Hs06	BosAtns07	BosAtns03	349276	45090	0.7713292	0.7713292	0.008618085	89.50122
Hs07	BosAtns07	BosAtns03	357571	45211	0.7755064	0.7755064	0.008724508	88.88826
Hs08	BosAtns07	BosAtns03	350635	45444	0.7705306	0.7705306	0.00857027	89.90739
Hs09	BosAtns07	BosAtns03	352138	45159	0.7726688	0.7726688	0.008620995	89.62641
Hs10	BosAtns07	BosAtns03	355375	45542	0.7728108	0.7728108	0.008627486	89.57544
BosAtns01	BosAtns07	BosAtns03	82701	87280	-0.0269383	-0.0269383	0.01459671	-1.845505
BosAtns02	BosAtns07	BosAtns03	83264	85952	-0.01588502	-0.01588502	0.0142613	-1.113856
BosAtns04	BosAtns07	BosAtns03	82282	85980	-0.02197763	-0.02197763	0.01317862	-1.667673
BosAtns05	BosAtns07	BosAtns03	81363	83280	-0.01164337	-0.01164337	0.0135167	-0.8614067
BosAtns06	BosAtns07	BosAtns03	82039	86900	-0.0287737	-0.0287737	0.01229894	-2.339527
Min11	BosAtns08	BosAtns03	259671	60370	0.6227358	0.6227358	0.01607953	38.72847
Min01	BosAtns08	BosAtns03	243495	62930	0.5892633	0.5892633	0.01631218	36.12414
Min02	BosAtns08	BosAtns03	281341	58561	0.6554242	0.6554242	0.0162169	40.41613
Min03	BosAtns08	BosAtns03	244820	62555	0.5929728	0.5929728	0.01624881	36.49329
Min04	BosAtns08	BosAtns03	246687	63103	0.5926079	0.5926079	0.02008229	29.50897
Min05	BosAtns08	BosAtns03	249686	60055	0.6122244	0.6122244	0.01753774	34.90896
Min06	BosAtns08	BosAtns03	228945	64911	0.5582122	0.5582122	0.01894211	29.46937
Min07	BosAtns08	BosAtns03	269504	60750	0.6321014	0.6321014	0.0171225	36.91642
Min08	BosAtns08	BosAtns03	250084	62066	0.6023322	0.6023322	0.01637505	36.78353
Min09	BosAtns08	BosAtns03	263561	58851	0.6349329	0.6349329	0.0153983	41.23396
Min10	BosAtns08	BosAtns03	212923	67045	0.5210524	0.5210524	0.0189214	27.53773
BosCrete01	BosAtns08	BosAtns03	84098	86204	-0.01236627	-0.01236627	0.01194244	-1.035489
BosCrete02	BosAtns08	BosAtns03	88041	84843	0.01849795	0.01849795	0.01679025	1.101708
BosCrete03	BosAtns08	BosAtns03	83538	84449	-0.005423039	-0.005423039	0.01388995	-0.3904289
BosCrete04	BosAtns08	BosAtns03	83264	86401	-0.01848938	-0.01848938	0.01397993	-1.322565
BosCrete05	BosAtns08	BosAtns03	81865	83104	-0.007510502	-0.007510502	0.01264621	-0.5938933
BosCrete06	BosAtns08	BosAtns03	82449	86429	-0.02356731	-0.02356731	0.01222491	-1.927811
BosCrete07	BosAtns08	BosAtns03	82854	85791	-0.01741528	-0.01741528	0.01379385	-1.26254
BosCrete08	BosAtns08	BosAtns03	84048	85941	-0.01113601	-0.01113601	0.01315189	-0.8467238
BosCrete09	BosAtns08	BosAtns03	78620	83131	-0.02788854	-0.02788854	0.01299019	-2.146893
PSP01	BosAtns08	BosAtns03	354066	44849	0.7751451	0.7751451	0.009408098	82.39127
PSP02	BosAtns08	BosAtns03	356804	45375	0.7743542	0.7743542	0.009230315	83.8925
PSP03	BosAtns08	BosAtns03	358818	45865	0.7733288	0.7733288	0.009703991	79.69183
PSP07	BosAtns08	BosAtns03	361747	44288	0.7818513	0.7818513	0.008663863	90.2428
PSP08	BosAtns08	BosAtns03	358632	44461	0.7794008	0.7794008	0.008536947	91.29736
PSP09	BosAtns08	BosAtns03	359289	45021	0.7772947	0.7772947	0.008951483	86.83417
PSP12	BosAtns08	BosAtns03	358390	45076	0.7765561	0.7765561	0.009006081	86.22575
PSP15	BosAtns08	BosAtns03	359077	45324	0.7758463	0.7758463	0.009595367	80.85634
PSP20	BosAtns08	BosAtns03	357598	44528	0.7785371	0.7785371	0.008987067	86.6286
Hs01	BosAtns08	BosAtns03	358983	45513	0.7749644	0.7749644	0.009067704	85.46423
Hs02	BosAtns08	BosAtns03	352421	45116	0.7730224	0.7730224	0.009039429	85.51672
Hs03	BosAtns08	BosAtns03	360728	44821	0.7789614	0.7789614	0.009614885	81.01619
Hs04	BosAtns08	BosAtns03	357529	44641	0.7779994	0.7779994	0.008791841	88.49106
Hs05	BosAtns08	BosAtns03	357694	44835	0.7772334	0.7772334	0.008901975	87.31023
Hs06	BosAtns08	BosAtns03	351891	45107	0.7727596	0.7727596	0.009343814	82.7028
Hs07	BosAtns08	BosAtns03	360555	45514	0.7758312	0.7758312	0.0092457	83.91265
Hs08	BosAtns08	BosAtns03	353269	45446	0.7720377	0.7720377	0.009253122	83.43537
Hs09	BosAtns08	BosAtns03	354928	45403	0.7731727	0.7731727	0.009166067	84.35163
Hs10	BosAtns08	BosAtns03	357811	45370	0.7749398	0.7749398	0.009068633	85.45277
BosAtns01	BosAtns08	BosAtns03	82872	86484	-0.02132785	-0.02132785	0.01363245	-1.564491
BosAtns02	BosAtns08	BosAtns03	82773	84444	-0.009993003	-0.009993003	0.01326832	-0.7531477
BosAtns04	BosAtns08	BosAtns03	82971	85639	-0.0158235	-0.0158235	0.01386099	-1.141585
BosAtns05	BosAtns08	BosAtns03	82719	83684	-0.005799174	-0.005799174	0.01491104	-0.3889182
BosAtns06	BosAtns08	BosAtns03	81169	85067	-0.02344859	-0.02344859	0.012545	-1.869158
BosAtns07	BosAtns08	BosAtns03	86231	85288	0.005497933	0.005497933	0.01488865	0.3692701
Min11	BosAtns09	BosAtns03	261073	59130	0.6306718	0.6306718	0.01614189	39.0705
Min01	BosAtns09	BosAtns03	245134	61726	0.5976928	0.5976928	0.01573446	37.98623
Min02	BosAtns09	BosAtns03	281547	56134	0.6675324	0.6675324	0.01525877	43.74747
Min03	BosAtns09	BosAtns03	244722	59654	0.6080243	0.6080243	0.01492124	40.74891
Min04	BosAtns09	BosAtns03	246045	59683	0.609568	0.609568	0.0183809	33.16312
Min05	BosAtns09	BosAtns03	251353	59004	0.6197669	0.6197669	0.01660413	37.32606
Min06	BosAtns09	BosAtns03	230152	63229	0.5689632	0.5689632	0.01824342	31.18731
Min07	BosAtns09	BosAtns03	269394	57988	0.6457472	0.6457472	0.01528207	42.25522
Min08	BosAtns09	BosAtns03	251261	60446	0.6121614	0.6121614	0.01579326	38.76093
Min09	BosAtns09	BosAtns03	264210	56803	0.6461016	0.6461016	0.01469265	43.97448
Min10	BosAtns09	BosAtns03	212828	64002	0.5376079	0.5376079	0.01752836	30.67075
BosCrete01	BosAtns09	BosAtns03	84476	83114	0.008126977	0.008126977	0.01025965	0.7921296
BosCrete02	BosAtns09	BosAtns03	88441	81762	0.03924138	0.03924138	0.01425053	2.753678
BosCrete03	BosAtns09	BosAtns03	82498	80010	0.01531002	0.01531002	0.01163808	1.315511
BosCrete04	BosAtns09	BosAtns03	82874	82503	0.002243359	0.002243359	0.01225674	0.1830307
BosCrete05	BosAtns09	BosAtns03	83556	81235	0.01408451	0.01408451	0.01172209	1.201535
BosCrete06	BosAtns09	BosAtns03	83083	83614	-0.00318542	-0.00318542	0.01148522	-0.2773496
BosCrete07	BosAtns09	BosAtns03	82425	81805	0.003775193	0.003775193	0.01101808	0.3426361
BosCrete08	BosAtns09	BosAtns03	84570	82910	0.009911631	0.009911631	0.01240333	0.7991105
BosCrete09	BosAtns09	BosAtns03	79017	79851	-0.005249641	-0.005249641	0.01131417	-0.4639883
PSP01	BosAtns09	BosAtns03	354657	43324	0.7822811	0.7822811	0.008835194	88.54147
PSP02	BosAtns09	BosAtns03	358003	44292	0.7798034	0.7798034	0.008916998	87.45133
PSP03	BosAtns09	BosAtns03	359786	44571	0.7795463	0.7795463	0.009030215	86.32644
PSP07	BosAtns09	BosAtns03	362751	43023	0.787946	0.787946	0.008210591	95.96703
PSP08	BosAtns09	BosAtns03	359857	43403	0.7847394	0.7847394	0.008047572	97.51257
PSP09	BosAtns09	BosAtns03	360731	44168	0.781832	0.781832	0.008512857	91.84132
PSP12	BosAtns09	BosAtns03	359411	43803	0.7827308	0.7827308	0.008528934	91.77358
PSP15	BosAtns09	BosAtns03	360126	44079	0.7818978	0.7818978	0.008848792	88.3621
PSP20	BosAtns09	BosAtns03	358478	43212	0.784849	0.784849	0.008371256	93.75523
Hs01	BosAtns09	BosAtns03	360089	44303	0.7808908	0.7808908	0.008579232	91.02106
Hs02	BosAtns09	BosAtns03	353466	43854	0.779251	0.779251	0.008422077	92.52479
Hs03	BosAtns09	BosAtns03	361805	43644	0.7847128	0.7847128	0.009063031	86.58392
Hs04	BosAtns09	BosAtns03	358111	42978	0.7856934	0.7856934	0.008127695	96.66867
Hs05	BosAtns09	BosAtns03	358676	43651	0.7830074	0.7830074	0.008411772	93.08471
Hs06	BosAtns09	BosAtns03	352854	43753	0.7793635	0.7793635	0.008738463	89.18771
Hs07	BosAtns09	BosAtns03	361329	43987	0.7829496	0.7829496	0.008729397	89.69115
Hs08	BosAtns09	BosAtns03	354343	44188	0.7782456	0.7782456	0.008663054	89.83502
Hs09	BosAtns09	BosAtns03	355848	44092	0.7795069	0.7795069	0.008473437	91.99418
Hs10	BosAtns09	BosAtns03	358948	44205	0.7807036	0.7807036	0.008664044	90.10845
BosAtns01	BosAtns09	BosAtns03	82536	82588	-0.0003149149	-0.0003149149	0.01220119	-0.02581018
BosAtns02	BosAtns09	BosAtns03	83016	81287	0.01052324	0.01052324	0.01204472	0.8736807
BosAtns04	BosAtns09	BosAtns03	83598	82667	0.005599495	0.005599495	0.01341318	0.4174622
BosAtns05	BosAtns09	BosAtns03	82604	80069	0.01558341	0.01558341	0.01225889	1.271193
